GAME_ID,TEAM_ID,FIRST_SHOT_TYPE,FIRST_SHOT_TIME_SEC,FIRST_MINUTE_BASKETS,FIRST_MINUTE_POINTS
0022500643,1610612755,3PT,,0,0
0022500644,1610612744,3PT,,0,0
0022500644,1610612750,2PT,24.0,1,2
0022500645,1610612764,3PT,16.0,0,0
0022500645,1610612766,2PT,,1,2
0022500646,1610612739,3PT,22.0,0,0
0022500646,1610612753,3PT,,0,0
0022500647,1610612738,3PT,,1,3
0022500647,1610612741,3PT,21.0,1,3
0022500648,1610612742,2PT,,1,2
0022500648,1610612747,2PT,20.0,1,2
0022500649,1610612748,2PT,,1,2
0022500649,1610612762,2PT,14.0,2,4
0022500650,1610612758,2PT,,1,3
0022500650,1610612765,2PT,10.0,1,3
0022500653,1610612760,3PT,15.0,1,1
0022500653,1610612761,3PT,,1,3
0022500654,1610612740,2PT,,1,2
0022500654,1610612759,2PT,18.0,1,3
0022500655,1610612748,3PT,22.0,1,3
0022500655,1610612756,3PT,,0,0
0022500656,1610612746,2PT,,1,2
0022500656,1610612751,2PT,21.0,1,2
0022500657,1610612755,2PT,18.0,1,2
0022500657,1610612766,2PT,,1,2
0022500658,1610612739,3PT,19.0,0,0
0022500658,1610612753,3PT,,0,0
0022500659,1610612737,3PT,21.0,1,2
0022500659,1610612754,3PT,,1,2
0022500660,1610612738,3PT,,0,0
0022500660,1610612757,3PT,19.0,0,0
0022500661,1610612741,3PT,,0,0
0022500661,1610612747,3PT,15.0,1,2
0022500662,1610612745,3PT,,2,5
0022500662,1610612763,2PT,27.0,0,0
0022500663,1610612744,3PT,38.0,1,3
0022500663,1610612750,2PT,,1,1
0022500664,1610612757,3PT,21.0,1,3
0022500664,1610612764,3PT,,0,0
0022500665,1610612752,3PT,,0,0
0022500665,1610612758,2PT,17.0,2,5
0022500666,1610612749,2PT,,1,2
0022500666,1610612755,2PT,20.0,1,2
0022500667,1610612740,2PT,,1,2
0022500667,1610612760,3PT,15.0,0,0
0022500668,1610612743,2PT,,1,2
0022500668,1610612765,2PT,39.0,1,2
0022500669,1610612751,3PT,,0,0
0022500669,1610612756,2PT,15.0,0,0
0022500670,1610612746,3PT,,0,0
0022500670,1610612762,3PT,24.0,1,3
0022500529,1610612741,2PT,,1,2
0022500529,1610612748,3PT,17.0,2,5
0022500671,1610612739,2PT,27.0,1,2
0022500671,1610612747,3PT,,0,0
0022500672,1610612741,3PT,,1,2
0022500672,1610612754,2PT,7.0,1,2
0022500673,1610612737,2PT,19.0,1,2
0022500673,1610612738,2PT,,0,0
0022500674,1610612748,3PT,13.0,1,1
0022500674,1610612753,3PT,,0,0
0022500675,1610612752,3PT,21.0,0,0
0022500675,1610612761,2PT,,1,2
0022500676,1610612763,2PT,16.0,1,3
0022500676,1610612766,2PT,,1,2
0022500677,1610612742,2PT,,1,2
0022500677,1610612750,2PT,25.0,1,2
0022500678,1610612744,2PT,,0,0
0022500678,1610612762,2PT,14.0,1,2
0022500679,1610612745,2PT,31.0,1,2
0022500679,1610612759,2PT,,1,2
0022500680,1610612755,2PT,20.0,0,0
0022500680,1610612758,2PT,,1,2
0022500681,1610612749,2PT,,0,0
0022500681,1610612764,2PT,17.0,1,2
0022500682,1610612737,2PT,24.0,1,2
0022500682,1610612745,2PT,,0,0
0022500683,1610612742,2PT,,0,0
0022500683,1610612766,3PT,25.0,1,3
0022500684,1610612743,2PT,23.0,0,0
0022500684,1610612751,3PT,,1,2
0022500685,1610612756,2PT,24.0,1,2
0022500685,1610612765,2PT,,1,2
0022500686,1610612750,3PT,21.0,1,3
0022500686,1610612760,2PT,,0,0
0022500687,1610612753,2PT,18.0,1,3
0022500687,1610612761,2PT,,0,0
0022500688,1610612747,2PT,17.0,1,2
0022500688,1610612764,3PT,,0,0
0022500689,1610612738,2PT,14.0,2,4
0022500689,1610612758,2PT,,0,0
0022500690,1610612752,3PT,,1,1
0022500690,1610612757,3PT,38.0,0,0
0022500691,1610612740,2PT,,0,0
0022500691,1610612763,2PT,21.0,2,5
0022500692,1610612741,3PT,,0,0
0022500692,1610612748,2PT,14.0,1,1
0022500693,1610612739,2PT,,1,2
0022500693,1610612756,3PT,30.0,1,3
0022500694,1610612751,3PT,,0,0
0022500694,1610612762,2PT,25.0,1,2
0022500695,1610612743,2PT,17.0,1,3
0022500695,1610612746,3PT,,1,3
0022500696,1610612744,2PT,,2,5
0022500696,1610612765,2PT,32.0,2,2
0022500697,1610612759,2PT,23.0,2,4
0022500697,1610612766,3PT,,1,0
0022500698,1610612737,2PT,21.0,2,4
0022500698,1610612754,3PT,,1,2
0022500699,1610612740,2PT,,2,4
0022500699,1610612755,2PT,12.0,2,4
0022500700,1610612750,3PT,13.0,0,0
0022500700,1610612763,2PT,,1,2
0022500701,1610612742,2PT,,1,2
0022500701,1610612745,2PT,16.0,0,0
0022500702,1610612738,3PT,28.0,0,0
0022500702,1610612749,2PT,,1,2
0022500703,1610612753,2PT,,0,0
0022500703,1610612759,2PT,16.0,2,4
0022500704,1610612751,3PT,17.0,1,3
0022500704,1610612765,2PT,,1,2
0022500705,1610612741,3PT,35.0,0,0
0022500705,1610612748,3PT,,2,5
0022500706,1610612761,3PT,,1,3
0022500706,1610612762,2PT,16.0,1,3
0022500707,1610612758,2PT,24.0,2,4
0022500707,1610612764,3PT,,0,0
0022500708,1610612747,2PT,,1,2
0022500708,1610612752,3PT,23.0,1,3
0022500709,1610612746,2PT,18.0,1,2
0022500709,1610612756,2PT,,1,2
0022500710,1610612739,2PT,,0,0
0022500710,1610612757,2PT,15.0,1,2
0022500711,1610612743,2PT,22.0,1,2
0022500711,1610612760,3PT,,1,3
0022500712,1610612740,3PT,,0,0
0022500712,1610612766,3PT,21.0,2,5
0022500713,1610612745,2PT,20.0,1,2
0022500713,1610612754,2PT,,0,0
0022500714,1610612750,2PT,,1,2
0022500714,1610612763,3PT,13.0,0,0
0022500715,1610612746,3PT,,0,0
0022500715,1610612755,2PT,17.0,1,2
0022500716,1610612743,2PT,29.0,0,0
0022500716,1610612765,2PT,,1,2
0022500717,1610612754,3PT,,1,3
0022500717,1610612762,3PT,16.0,2,5
0022500718,1610612752,2PT,20.0,1,2
0022500718,1610612764,3PT,,0,0
0022500719,1610612747,2PT,,1,2
0022500719,1610612751,3PT,25.0,1,3
0022500720,1610612737,3PT,,0,0
0022500720,1610612748,2PT,14.0,1,3
0022500721,1610612738,2PT,,1,2
0022500721,1610612742,2PT,14.0,0,0
0022500722,1610612741,3PT,22.0,1,3
0022500722,1610612749,2PT,,1,2
0022500723,1610612753,3PT,18.0,0,0
0022500723,1610612760,2PT,,1,3
0022500724,1610612744,3PT,,1,3
0022500724,1610612755,3PT,43.0,0,0
0022500725,1610612756,2PT,,1,2
0022500725,1610612757,3PT,25.0,1,3
0022500726,1610612743,2PT,,0,0
0022500726,1610612752,3PT,27.0,1,3
0022500727,1610612750,2PT,17.0,2,5
0022500727,1610612761,2PT,,1,2
0022500728,1610612738,3PT,17.0,1,3
0022500728,1610612745,2PT,,0,0
0022500729,1610612740,2PT,,0,0
0022500729,1610612749,2PT,24.0,0,0
0022500730,1610612759,2PT,12.0,1,2
0022500730,1610612760,3PT,,0,0
0022500731,1610612758,3PT,22.0,2,5
0022500731,1610612763,2PT,,0,0
0022500732,1610612739,3PT,23.0,2,5
0022500732,1610612746,3PT,,0,0
0022500733,1610612764,3PT,17.0,1,2
0022500733,1610612765,2PT,,0,0
0022500734,1610612751,3PT,,0,0
0022500734,1610612753,2PT,20.0,1,3
0022500735,1610612737,3PT,18.0,1,1
0022500735,1610612762,3PT,,0,0
0022500736,1610612741,2PT,,1,2
0022500736,1610612761,2PT,15.0,2,4
0022500737,1610612745,2PT,,0,0
0022500737,1610612766,2PT,21.0,1,2
0022500738,1610612742,2PT,,1,2
0022500738,1610612759,3PT,21.0,1,0
0022500739,1610612744,3PT,,1,3
0022500739,1610612756,3PT,20.0,1,2
0022500740,1610612747,2PT,,1,2
0022500740,1610612755,2PT,14.0,2,4
0022500741,1610612738,3PT,,0,0
0022500741,1610612748,3PT,16,1,3
0022500742,1610612752,3PT,,1,3
0022500742,1610612765,2PT,15,1,2
0022500743,1610612749,3PT,,0,0
0022500743,1610612754,3PT,14,1,3
0022500744,1610612740,3PT,,1,3
0022500744,1610612750,2PT,34,1,2
0022500745,1610612757,3PT,12,0,0
0022500745,1610612763,2PT,,0,0
0022500746,1610612746,3PT,,0,0
0022500746,1610612758,2PT,18,1,2
0022500747,1610612751,3PT,,1,1
0022500747,1610612764,2PT,34,0,0
0022500748,1610612745,3PT,,2,5
0022500748,1610612760,2PT,12,1,2
0022500749,1610612742,3PT,,0,0
0022500749,1610612759,3PT,20,0,0
0022500750,1610612753,3PT,,0,0
0022500750,1610612762,2PT,15,0,0
0022500751,1610612737,2PT,22,2,5
0022500751,1610612766,2PT,,0,0
0022500752,1610612741,3PT,16,1,3
0022500752,1610612743,3PT,,1,3
0022500753,1610612744,3PT,24,1,2
0022500753,1610612747,3PT,,1,3
0022500754,1610612755,2PT,,1,2
0022500754,1610612756,3PT,21,2,5
0022500755,1610612757,3PT,16,0,0
0022500755,1610612763,2PT,,0,0
0022500756,1610612739,2PT,,1,2
0022500756,1610612758,3PT,22,1,3
0022500757,1610612738,3PT,,0,0
0022500757,1610612752,3PT,17,1,3
0022500758,1610612748,3PT,22,0,0
0022500758,1610612764,3PT,,1,3
0022500759,1610612754,2PT,,1,2
0022500759,1610612761,2PT,24,1,2
0022500760,1610612746,2PT,17,1,0
0022500760,1610612750,3PT,,1,2
